stock_code,user_id,direction,executed_price,executed_quantity,original_quantity,unfilled_quantity,timestamp
IEEI,78787227227,buy,11.0,122000,122000,0,2023-06-15 11:17:42.236146
IEEI,39638094206,buy,11.0,1400800,1400800,0,2023-06-15 13:12:44.338276
IEEI,78710723893,buy,11.0,900300,900300,0,2023-06-15 10:16:40.250081
IEEI,72803097152,buy,11.0,384600,384600,0,2023-06-15 11:19:55.125526
IEEI,88712616710,buy,11.0,97500,97500,0,2023-06-15 14:51:33.341266
IEEI,13525233782,buy,11.0,613900,613900,0,2023-06-15 10:06:46.249239
IEEI,39219775221,buy,11.0,58100,58100,0,2023-06-15 10:16:31.995476
IEEI,36581230776,buy,11.0,255700,255700,0,2023-06-15 13:36:07.925215
IEEI,86154983458,buy,11.0,66700,66700,0,2023-06-15 13:47:36.620986
IEEI,39131281454,buy,11.0,84600,84600,0,2023-06-15 14:22:18.901397
IEEI,72111245156,buy,11.0,64200,64200,0,2023-06-15 14:42:19.112394
IEEI,86755953901,buy,11.0,40100,40100,0,2023-06-15 10:06:42.297286
IEEI,32613979876,buy,11.0,61100,61100,0,2023-06-15 14:31:00.167704
IEEI,15859559463,buy,11.0,100200,101600,1400,2023-06-15 10:11:06.796747
IEEI,ZYF,sell,11.0,41900,41900,0,2023-06-15 09:53:36.601333
IEEI,29665345618,sell,11.0,41900,41900,0,2023-06-15 10:41:43.512488
IEEI,ZYF,sell,11.0,41900,41900,0,2023-06-15 14:35:45.544160
IEEI,ZYF,sell,11.0,107600,107600,0,2023-06-15 09:36:08.756565
IEEI,ZYF,sell,11.0,112200,112200,0,2023-06-15 09:46:25.768899
IEEI,44219729413,sell,11.0,112200,112200,0,2023-06-15 10:04:55.248584
IEEI,ZYF,sell,11.0,107600,107600,0,2023-06-15 10:31:09.636547
IEEI,ZYF,sell,11.0,112200,112200,0,2023-06-15 13:23:40.610210
IEEI,57612414987,sell,11.0,107600,107600,0,2023-06-15 14:13:16.128223
IEEI,39616304277,sell,11.0,39400,39400,0,2023-06-15 13:57:51.847147
IEEI,ZYF,sell,11.0,39400,39400,0,2023-06-15 14:28:46.749889
IEEI,ZYF,sell,11.0,39400,39400,0,2023-06-15 14:29:05.154320
IEEI,10495757594,sell,11.0,36600,36600,0,2023-06-15 13:12:42.168362
IEEI,ZYF,sell,11.0,36600,36600,0,2023-06-15 13:35:10.756712
IEEI,ZYF,sell,11.0,36600,36600,0,2023-06-15 14:29:55.433880
IEEI,19253141723,sell,11.0,95300,95300,0,2023-06-15 09:46:58.107392
IEEI,ZYF,sell,11.0,95300,95300,0,2023-06-15 09:56:50.130986
IEEI,ZYF,sell,11.0,95300,95300,0,2023-06-15 11:24:08.027932
IEEI,75680675866,sell,11.0,37700,37700,0,2023-06-15 11:16:02.178663
IEEI,ZYF,sell,11.0,37700,37700,0,2023-06-15 13:15:51.857886
IEEI,ZYF,sell,11.0,37700,37700,0,2023-06-15 14:32:09.696530
IEEI,10479479185,sell,11.0,97900,97900,0,2023-06-15 10:22:25.071592
IEEI,ZYF,sell,11.0,97900,97900,0,2023-06-15 14:06:35.899429
IEEI,ZYF,sell,11.0,97900,97900,0,2023-06-15 14:59:38.657393
IEEI,ZYF,sell,11.0,39900,39900,0,2023-06-15 10:43:25.962796
IEEI,50519660324,sell,11.0,39900,39900,0,2023-06-15 13:03:57.757892
IEEI,ZYF,sell,11.0,39900,39900,0,2023-06-15 14:15:06.428799
IEEI,ZYF,sell,11.0,40000,40000,0,2023-06-15 11:26:09.777326
IEEI,ZYF,sell,11.0,40000,40000,0,2023-06-15 14:08:30.756201
IEEI,90259865166,sell,11.0,40000,40000,0,2023-06-15 14:22:57.214544
IEEI,65332635175,sell,11.0,39100,39100,0,2023-06-15 13:49:28.615968
IEEI,ZYF,sell,11.0,39100,39100,0,2023-06-15 14:04:16.062109
IEEI,ZYF,sell,11.0,39100,39100,0,2023-06-15 14:44:27.899450
IEEI,ZYF,sell,11.0,40200,40200,0,2023-06-15 09:33:55.464940
IEEI,93554005078,sell,11.0,40200,40200,0,2023-06-15 10:08:40.851892
IEEI,ZYF,sell,11.0,109900,109900,0,2023-06-15 10:11:09.085441
IEEI,ZYF,sell,11.0,40200,40200,0,2023-06-15 10:23:34.417938
IEEI,ZYF,sell,11.0,109900,109900,0,2023-06-15 13:56:42.060556
IEEI,19714912128,sell,11.0,109900,109900,0,2023-06-15 14:45:41.570857
IEEI,17054827039,sell,11.0,37500,37500,0,2023-06-15 09:32:38.181283
IEEI,ZYF,sell,11.0,1912100,1912100,0,2023-06-15 09:39:39.574608
IEEI,66143582095,sell,11.0,1912100,1912100,0,2023-06-15 10:44:51.331927
IEEI,ZYF,sell,11.0,37500,37500,0,2023-06-15 13:09:49.966260
IEEI,ZYF,sell,11.0,1912100,1912100,0,2023-06-15 14:02:23.417426
IEEI,ZYF,sell,11.0,37500,37500,0,2023-06-15 14:30:20.955120
IEEI,ZYF,sell,11.0,38900,38900,0,2023-06-15 10:44:02.658753
IEEI,ZYF,sell,11.0,96100,96100,0,2023-06-15 10:52:28.865540
IEEI,25928837590,sell,11.0,96100,96100,0,2023-06-15 10:53:45.809235
IEEI,27769202330,sell,11.0,38900,38900,0,2023-06-15 11:22:54.392178
IEEI,ZYF,sell,11.0,96100,96100,0,2023-06-15 13:13:19.677916
IEEI,ZYF,sell,11.0,38900,38900,0,2023-06-15 13:42:26.423046
IEEI,71178502526,sell,11.0,19800,19800,0,2023-06-15 09:38:00.556522
IEEI,ZYF,sell,11.0,19800,19800,0,2023-06-15 10:55:01.188947
IEEI,ZYF,sell,11.0,19800,19800,0,2023-06-15 13:13:27.862821
IEEI,86019026911,sell,11.0,38300,38300,0,2023-06-15 13:11:11.040574
IEEI,ZYF,sell,11.0,38300,38300,0,2023-06-15 13:29:32.970238
IEEI,ZYF,sell,11.0,38300,38300,0,2023-06-15 14:41:02.940816
IEEI,95472966517,sell,11.0,40500,40500,0,2023-06-15 09:39:31.818575
IEEI,ZYF,sell,11.0,40500,40500,0,2023-06-15 10:22:09.493948
IEEI,96178085938,sell,11.0,38100,38100,0,2023-06-15 10:42:20.713521
IEEI,ZYF,sell,11.0,38100,38100,0,2023-06-15 11:00:43.699912
IEEI,ZYF,sell,11.0,40500,40500,0,2023-06-15 13:51:16.433921
IEEI,ZYF,sell,11.0,38100,38100,0,2023-06-15 14:19:49.135868
IEEI,ZYF,sell,11.0,14100,14100,0,2023-06-15 13:02:32.233665
IEEI,87608653984,sell,11.0,14100,14100,0,2023-06-15 13:06:30.534937
IEEI,ZYF,sell,11.0,14100,14100,0,2023-06-15 13:33:25.748618
IEEI,ZYF,sell,11.0,37600,37600,0,2023-06-15 09:57:46.852421
IEEI,ZYF,sell,11.0,35700,35700,0,2023-06-15 10:49:51.734528
IEEI,51775463347,sell,11.0,144400,144400,0,2023-06-15 10:54:59.195934
IEEI,ZYF,sell,11.0,39000,39000,0,2023-06-15 11:13:47.402018
IEEI,ZYF,sell,11.0,144400,144400,0,2023-06-15 11:17:37.601953
IEEI,41568039525,sell,11.0,39000,39000,0,2023-06-15 13:06:27.012954
IEEI,ZYF,sell,11.0,144400,144400,0,2023-06-15 14:19:35.027053
IEEI,ZYF,sell,11.0,39000,39000,0,2023-06-15 14:29:58.642390
IEEI,38806758301,sell,11.0,37600,37600,0,2023-06-15 14:32:56.793046
IEEI,ZYF,sell,11.0,37600,37600,0,2023-06-15 14:37:58.913811
IEEI,98338614723,sell,11.0,35700,35700,0,2023-06-15 14:41:45.553830
IEEI,ZYF,sell,11.0,35700,35700,0,2023-06-15 14:50:54.208279
IEEI,27740897070,sell,11.0,36900,36900,0,2023-06-15 10:01:44.421922
IEEI,ZYF,sell,11.0,36900,36900,0,2023-06-15 11:23:13.120494
IEEI,ZYF,sell,11.0,36900,36900,0,2023-06-15 14:15:05.549456
IEEI,ZYF,sell,11.0,38900,38900,0,2023-06-15 09:47:12.860894
IEEI,16704257100,sell,11.0,38900,38900,0,2023-06-15 13:21:56.328805
IEEI,ZYF,sell,11.0,38900,38900,0,2023-06-15 13:59:42.587326
IEEI,ZYF,sell,11.0,39000,39000,0,2023-06-15 10:08:14.948302
IEEI,85426173815,sell,11.0,39000,39000,0,2023-06-15 14:03:09.941142
IEEI,ZYF,sell,11.0,39000,39000,0,2023-06-15 14:08:16.187823
IEEI,60354129011,sell,11.0,39700,39700,0,2023-06-15 09:30:26.955145
IEEI,ZYF,sell,11.0,47400,47400,0,2023-06-15 09:49:16.582032
IEEI,53466786854,sell,11.0,47400,47400,0,2023-06-15 09:49:51.296814
IEEI,ZYF,sell,11.0,39700,39700,0,2023-06-15 13:02:17.916887
IEEI,ZYF,sell,11.0,47400,47400,0,2023-06-15 13:06:21.804763
IEEI,ZYF,sell,11.0,39700,39700,0,2023-06-15 14:13:58.430944
IEEI,ZYF,sell,11.0,37500,37500,0,2023-06-15 09:45:40.718536
IEEI,76149498058,sell,11.0,39900,39900,0,2023-06-15 09:48:21.356535
IEEI,ZYF,sell,11.0,38100,38100,0,2023-06-15 09:56:03.008875
IEEI,ZYF,sell,11.0,37500,37500,0,2023-06-15 10:19:08.875906
IEEI,ZYF,sell,11.0,39900,39900,0,2023-06-15 10:51:54.057556
IEEI,88595095940,sell,11.0,38100,38100,0,2023-06-15 13:05:43.077212
IEEI,ZYF,sell,11.0,98900,98900,0,2023-06-15 13:43:05.004950
IEEI,84712047480,sell,11.0,37500,37500,0,2023-06-15 13:43:49.948567
IEEI,ZYF,sell,11.0,98900,98900,0,2023-06-15 14:04:02.490785
IEEI,14636916508,sell,11.0,98900,98900,0,2023-06-15 14:20:44.242039
IEEI,ZYF,sell,11.0,38100,38100,0,2023-06-15 14:37:01.120428
IEEI,ZYF,sell,11.0,39900,39900,0,2023-06-15 14:43:56.322490
IEEI,ZYF,sell,11.0,38200,38200,0,2023-06-15 10:28:39.286325
IEEI,24758580989,sell,11.0,38200,38200,0,2023-06-15 11:02:09.809361
IEEI,ZYF,sell,11.0,1740000,1740000,0,2023-06-15 13:03:43.336541
IEEI,ZYF,sell,11.0,38200,38200,0,2023-06-15 13:08:37.673876
IEEI,73404605524,sell,11.0,1740000,1740000,0,2023-06-15 13:46:45.321329
IEEI,ZYF,sell,11.0,1740000,1740000,0,2023-06-15 14:11:10.990823
IEEI,ZYF,sell,11.0,31500,31500,0,2023-06-15 09:59:57.449549
IEEI,ZYF,sell,11.0,31500,31500,0,2023-06-15 10:13:03.280922
IEEI,84443154741,sell,11.0,108200,108200,0,2023-06-15 10:59:22.322911
IEEI,ZYF,sell,11.0,108200,108200,0,2023-06-15 11:00:25.478424
IEEI,ZYF,sell,11.0,108200,108200,0,2023-06-15 13:10:13.812720
IEEI,99782720273,sell,11.0,31500,31500,0,2023-06-15 13:49:19.286929
IEEI,70494484825,sell,11.0,92700,92700,0,2023-06-15 09:36:07.367131
IEEI,ZYF,sell,11.0,92700,92700,0,2023-06-15 13:01:05.891571
IEEI,ZYF,sell,11.0,92700,92700,0,2023-06-15 14:32:33.965297
IEEI,ZYF,sell,11.0,386400,386400,0,2023-06-15 09:45:51.441739
IEEI,71711251147,sell,11.0,386400,386400,0,2023-06-15 10:00:38.516353
IEEI,ZYF,sell,11.0,386400,386400,0,2023-06-15 11:12:28.442940
IEEI,97791372404,sell,11.0,37000,37000,0,2023-06-15 10:45:41.099636
IEEI,ZYF,sell,11.0,37000,37000,0,2023-06-15 13:10:00.124337
IEEI,ZYF,sell,11.0,37000,37000,0,2023-06-15 14:16:50.543322
IEEI,ZYF,sell,11.0,34500,34500,0,2023-06-15 13:30:54.503835
IEEI,74013811049,sell,11.0,34500,34500,0,2023-06-15 14:07:25.257756
IEEI,ZYF,sell,11.0,34500,34500,0,2023-06-15 14:10:28.721132
IEEI,ZYF,sell,11.0,36600,36600,0,2023-06-15 10:09:33.231112
IEEI,ZYF,sell,11.0,387400,387400,0,2023-06-15 10:09:33.745181
IEEI,93353037559,sell,11.0,387400,387400,0,2023-06-15 10:27:55.351480
IEEI,43665216872,sell,11.0,36600,36600,0,2023-06-15 11:23:59.844674
IEEI,ZYF,sell,11.0,36600,36600,0,2023-06-15 14:02:18.745101
IEEI,ZYF,sell,11.0,387400,387400,0,2023-06-15 14:51:35.144805
IEEI,ZYF,sell,11.0,39400,39400,0,2023-06-15 10:56:39.340366
IEEI,87150299760,sell,11.0,39400,39400,0,2023-06-15 13:08:23.143025
IEEI,ZYF,sell,11.0,39400,39400,0,2023-06-15 13:24:51.700650
IEEI,ZYF,sell,11.0,24900,24900,0,2023-06-15 09:30:03.675821
IEEI,ZYF,sell,11.0,957800,957800,0,2023-06-15 09:39:38.214780
IEEI,ZYF,sell,11.0,24900,24900,0,2023-06-15 10:05:00.611375
IEEI,ZYF,sell,11.0,957800,957800,0,2023-06-15 10:51:09.480073
IEEI,85003520857,sell,11.0,24900,24900,0,2023-06-15 11:24:21.004242
IEEI,29189324345,sell,11.0,957800,957800,0,2023-06-15 14:31:48.995066
IEEI,ZYF,sell,11.0,37900,37900,0,2023-06-15 10:22:17.214914
IEEI,ZYF,sell,11.0,37900,37900,0,2023-06-15 14:17:52.080012
IEEI,46471627785,sell,11.0,37900,37900,0,2023-06-15 14:58:44.950780
IEEI,ZYF,sell,11.0,45100,45100,0,2023-06-15 10:16:15.186387
IEEI,ZYF,sell,11.0,45100,45100,0,2023-06-15 11:02:35.017079
IEEI,56857900204,sell,11.0,45100,45100,0,2023-06-15 11:18:45.637529
IEEI,ZYF,sell,11.0,72600,72600,0,2023-06-15 11:24:23.716530
IEEI,18847317587,sell,11.0,72600,72600,0,2023-06-15 13:49:10.382203
IEEI,ZYF,sell,11.0,72600,72600,0,2023-06-15 14:37:52.944641
IEEI,ZYF,sell,11.0,389900,389900,0,2023-06-15 11:15:35.729628
IEEI,ZYF,sell,11.0,389900,389900,0,2023-06-15 11:21:12.115908
IEEI,59672596818,sell,11.0,389900,389900,0,2023-06-15 13:39:34.685255
IEEI,ZYF,sell,11.0,92600,92600,0,2023-06-15 10:04:49.189380
IEEI,ZYF,sell,11.0,5400,5400,0,2023-06-15 13:02:49.744783
IEEI,ZYF,sell,11.0,92600,92600,0,2023-06-15 13:11:37.628086
IEEI,ZYF,sell,11.0,5400,5400,0,2023-06-15 13:33:51.192271
IEEI,10969908370,sell,11.0,5400,5400,0,2023-06-15 14:24:49.443981
IEEI,52351177364,sell,11.0,92600,92600,0,2023-06-15 14:37:32.441089
TLEI,10479479185,buy,11.37,128400,128400,0,2023-06-15 13:23:04.699633
TLEI,63383523103,buy,11.37,3600,3600,0,2023-06-15 14:52:58.924362
TLEI,29842884662,buy,11.37,3900,3900,0,2023-06-15 09:49:23.052757
TLEI,26664066972,buy,11.37,3800,3800,0,2023-06-15 11:01:38.018252
TLEI,72330426129,buy,11.37,29700,29700,0,2023-06-15 11:22:22.096270
TLEI,16870676954,buy,11.37,85300,85300,0,2023-06-15 13:41:01.032587
TLEI,73545994958,buy,11.37,6100,6100,0,2023-06-15 10:32:35.742703
TLEI,96787987095,buy,11.37,3800,3800,0,2023-06-15 09:36:23.053896
TLEI,38690319298,buy,11.37,6600,6600,0,2023-06-15 09:32:30.641154
TLEI,50530652386,buy,11.37,772000,772000,0,2023-06-15 14:45:03.805020
TLEI,71711251147,buy,11.37,63300,63300,0,2023-06-15 10:55:35.570471
TLEI,74004437101,buy,11.37,35800,35800,0,2023-06-15 13:01:00.706267
TLEI,12230990767,buy,11.37,3600,3600,0,2023-06-15 14:00:02.748151
TLEI,21491613921,buy,11.37,5300,5300,0,2023-06-15 10:30:50.498574
TLEI,33306385742,buy,11.37,6100,6100,0,2023-06-15 14:06:43.516104
TLEI,69626925730,buy,11.37,3600,3600,0,2023-06-15 10:12:51.350093
TLEI,91250121016,buy,11.37,4700,4700,0,2023-06-15 14:37:02.932741
TLEI,48548594416,buy,11.37,58500,58500,0,2023-06-15 13:02:33.235765
TLEI,74214684111,buy,11.37,4100,4100,0,2023-06-15 13:03:21.677002
TLEI,42488589581,buy,11.37,6300,6300,0,2023-06-15 14:13:54.390694
TLEI,31754587017,buy,11.37,4100,4100,0,2023-06-15 10:56:16.993278
TLEI,72111245156,buy,11.37,4100,4100,0,2023-06-15 11:01:22.431924
TLEI,78233375206,buy,11.37,60900,60900,0,2023-06-15 13:17:10.135398
TLEI,75480377078,buy,11.37,3700,3700,0,2023-06-15 14:44:52.450710
TLEI,88595095940,buy,11.37,3900,3900,0,2023-06-15 09:35:32.526677
TLEI,92717743615,buy,11.37,6100,6100,0,2023-06-15 10:25:24.298630
TLEI,46471627785,buy,11.37,6300,6300,0,2023-06-15 14:19:49.250034
TLEI,86019026911,buy,11.37,3900,3900,0,2023-06-15 13:12:37.354862
TLEI,11571942616,buy,11.37,4100,4100,0,2023-06-15 10:10:52.457973
TLEI,81151766630,buy,11.37,407400,407400,0,2023-06-15 14:59:13.581361
TLEI,39616304277,buy,11.37,6200,6200,0,2023-06-15 09:31:15.615687
TLEI,72132298214,buy,11.37,3900,3900,0,2023-06-15 10:50:40.707423
TLEI,38806758301,buy,11.37,3800,3800,0,2023-06-15 14:52:26.901248
TLEI,93554005078,buy,11.37,6500,6500,0,2023-06-15 10:28:58.451114
TLEI,22756330076,buy,11.37,85400,85400,0,2023-06-15 09:38:37.706339
TLEI,98901038804,buy,11.37,133900,133900,0,2023-06-15 10:13:28.503700
TLEI,96570965461,buy,11.37,6400,6400,0,2023-06-15 10:14:38.989392
TLEI,26521257044,buy,11.37,5800,5800,0,2023-06-15 13:56:41.754714
TLEI,43838974176,buy,11.37,6800,6800,0,2023-06-15 10:27:44.065403
TLEI,55938490709,buy,11.37,1825200,1825200,0,2023-06-15 13:58:41.930425
TLEI,96939108814,buy,11.37,4100,4100,0,2023-06-15 13:58:28.852982
TLEI,56857900204,buy,11.37,85400,85400,0,2023-06-15 14:09:32.547780
TLEI,81883675464,buy,11.37,45600,45600,0,2023-06-15 09:45:32.658858
TLEI,74430384885,buy,11.37,836800,836800,0,2023-06-15 10:34:00.742381
TLEI,95334397009,buy,11.37,40000,40000,0,2023-06-15 13:41:18.414857
TLEI,24570243197,buy,11.37,6700,6700,0,2023-06-15 14:08:31.009262
TLEI,50612886170,buy,11.37,4000,4000,0,2023-06-15 09:31:58.194869
TLEI,68244278433,buy,11.37,6300,6300,0,2023-06-15 09:33:42.711901
TLEI,92638060217,buy,11.37,3400,3400,0,2023-06-15 11:02:09.360190
TLEI,29569671163,buy,11.37,125400,125400,0,2023-06-15 11:05:33.493399
TLEI,27604525631,buy,11.37,61100,61100,0,2023-06-15 14:59:09.700781
TLEI,42753676274,buy,11.37,4300,4300,0,2023-06-15 14:50:49.052687
TLEI,31797640038,buy,11.37,95600,95600,0,2023-06-15 09:34:10.452766
TLEI,25453898200,buy,11.37,6400,6400,0,2023-06-15 13:55:21.152121
TLEI,39219775221,buy,11.37,3800,3800,0,2023-06-15 10:15:27.776325
TLEI,69430868781,buy,11.37,3900,3900,0,2023-06-15 09:53:53.317852
TLEI,71289594571,buy,11.37,6500,6500,0,2023-06-15 11:26:54.192404
TLEI,70955778282,buy,11.37,38600,38600,0,2023-06-15 14:34:57.099778
TLEI,87315057647,buy,11.37,4200,4200,0,2023-06-15 14:50:17.138238
TLEI,18104547745,buy,11.37,49800,49800,0,2023-06-15 10:07:45.519125
TLEI,18847317587,buy,11.37,81700,81700,0,2023-06-15 10:13:38.197905
TLEI,59255167650,buy,11.37,6400,6400,0,2023-06-15 10:39:39.804115
TLEI,83247944988,buy,11.37,37500,37500,0,2023-06-15 14:07:17.218801
TLEI,96675000715,buy,11.37,64900,64900,0,2023-06-15 10:06:02.764427
TLEI,66139522164,buy,11.37,43500,43500,0,2023-06-15 10:49:07.391985
TLEI,98999729226,buy,11.37,3900,3900,0,2023-06-15 13:56:55.809057
TLEI,29097998579,buy,11.37,44800,44800,0,2023-06-15 11:07:29.679151
TLEI,83094107925,buy,11.37,88900,88900,0,2023-06-15 09:33:47.881314
TLEI,14065196934,buy,11.37,3800,3800,0,2023-06-15 09:37:41.548986
TLEI,26499282098,buy,11.37,4200,4200,0,2023-06-15 09:57:47.442066
TLEI,54686449083,buy,11.37,4200,4200,0,2023-06-15 13:49:07.698451
TLEI,86599894184,buy,11.37,4200,4200,0,2023-06-15 13:51:30.438439
TLEI,99357860114,buy,11.37,85900,85900,0,2023-06-15 10:13:00.086249
TLEI,72679882787,buy,11.37,6100,6100,0,2023-06-15 10:58:00.689667
TLEI,27707247795,buy,11.37,4100,4100,0,2023-06-15 09:51:57.229076
TLEI,17991223664,buy,11.37,4200,4200,0,2023-06-15 10:36:29.109984
TLEI,97191298550,sell,11.37,106100,106100,0,2023-06-15 10:21:08.629845
TLEI,90116754522,sell,11.37,970400,970400,0,2023-06-15 14:26:04.464861
TLEI,30166069331,sell,11.37,88300,88300,0,2023-06-15 14:47:03.377592
TLEI,43361140576,sell,11.37,94800,94800,0,2023-06-15 11:20:33.471044
TLEI,10724147209,sell,11.37,50100,50100,0,2023-06-15 10:07:25.453163
TLEI,40741706657,sell,11.37,93700,93700,0,2023-06-15 10:40:03.246321
TLEI,26061074164,sell,11.37,97000,97000,0,2023-06-15 13:30:05.529643
TLEI,21140594560,sell,11.37,97000,97000,0,2023-06-15 14:57:11.914600
TLEI,20305324566,sell,11.37,46100,46100,0,2023-06-15 14:09:26.304701
TLEI,71773935718,sell,11.37,946700,946700,0,2023-06-15 13:30:52.089183
TLEI,75090915624,sell,11.37,916300,916300,0,2023-06-15 09:35:04.523605
TLEI,14490236363,sell,11.37,114500,114500,0,2023-06-15 10:53:10.787370
TLEI,17355311921,sell,11.37,94400,94400,0,2023-06-15 13:50:25.788214
TLEI,39354677788,sell,11.37,995900,995900,0,2023-06-15 10:32:45.250288
TLEI,60693905197,sell,11.37,116400,116400,0,2023-06-15 13:22:53.406770
TLEI,11899768841,sell,11.37,93200,93200,0,2023-06-15 13:23:28.027003
TLEI,97043942658,sell,11.37,141500,141500,0,2023-06-15 14:09:54.612081
TLEI,21492868157,sell,11.37,94300,94300,0,2023-06-15 10:48:25.122396
TLEI,45995627500,sell,11.37,586400,913700,327300,2023-06-15 13:30:13.917960
MEI,34773743067,buy,9.38,1304100,1304100,0,2023-06-15 11:10:52.020800
MEI,27617486199,buy,9.38,106400,106400,0,2023-06-15 13:07:15.161285
MEI,21782723800,buy,9.38,96700,96700,0,2023-06-15 13:58:06.368361
MEI,73488353754,buy,9.38,100700,100700,0,2023-06-15 14:58:10.346626
MEI,83965392369,buy,9.38,5000,5000,0,2023-06-15 11:24:26.158479
MEI,95075434792,buy,9.38,5300,5300,0,2023-06-15 11:15:01.616525
MEI,41019503903,buy,9.38,106000,106000,0,2023-06-15 10:07:01.942394
MEI,76149498058,buy,9.38,9600,9600,0,2023-06-15 10:38:03.744754
MEI,26993269908,buy,9.38,106700,106700,0,2023-06-15 13:26:03.219658
MEI,14261675192,buy,9.38,89000,89000,0,2023-06-15 14:37:45.777273
MEI,83407065781,buy,9.38,109700,109700,0,2023-06-15 11:02:32.408887
MEI,58415779283,buy,9.38,90100,90100,0,2023-06-15 14:31:28.084242
MEI,25142120538,buy,9.38,53000,53000,0,2023-06-15 10:18:03.941040
MEI,97394296794,buy,9.38,173600,173600,0,2023-06-15 13:17:18.960703
MEI,71236166981,buy,9.38,5600,5600,0,2023-06-15 10:34:59.731372
MEI,87315057647,buy,9.38,6300,6300,0,2023-06-15 10:45:35.617032
MEI,84997887997,buy,9.38,5600,5600,0,2023-06-15 13:32:06.152066
MEI,83071271966,buy,9.38,53100,53100,0,2023-06-15 14:46:09.215650
MEI,14833475554,buy,9.38,52200,52200,0,2023-06-15 09:59:41.301182
MEI,37903140382,buy,9.38,2023500,2023500,0,2023-06-15 10:20:49.023915
MEI,30121078666,buy,9.38,95100,95100,0,2023-06-15 10:36:13.751772
MEI,65367551459,buy,9.38,2212000,2212000,0,2023-06-15 10:37:56.825173
MEI,31754587017,buy,9.38,9700,9700,0,2023-06-15 13:04:46.743578
MEI,57737685178,buy,9.38,91700,91700,0,2023-06-15 13:15:18.908309
MEI,74134193251,buy,9.38,5900,5900,0,2023-06-15 10:24:45.911581
MEI,21491613921,buy,9.38,8000,8000,0,2023-06-15 10:50:29.870003
MEI,22807065463,buy,9.38,1458300,1458300,0,2023-06-15 09:55:06.455017
MEI,74214684111,buy,9.38,9900,9900,0,2023-06-15 13:26:02.273659
MEI,67804267797,buy,9.38,171600,171600,0,2023-06-15 09:32:00.148451
MEI,47574883677,buy,9.38,238800,238800,0,2023-06-15 09:52:03.834320
MEI,17763391970,buy,9.38,104500,104500,0,2023-06-15 10:09:02.781716
MEI,17307846548,buy,9.38,234600,234600,0,2023-06-15 13:04:19.991451
MEI,89850563376,buy,9.38,90200,90200,0,2023-06-15 13:04:17.140758
MEI,86019026911,buy,9.38,5700,5700,0,2023-06-15 13:23:21.786600
MEI,41085316306,buy,9.38,1743700,1743700,0,2023-06-15 10:12:18.419768
MEI,51680020844,buy,9.38,104000,104000,0,2023-06-15 11:26:22.772423
MEI,58968627714,buy,9.38,51200,51200,0,2023-06-15 10:32:24.015589
MEI,95973011833,buy,9.38,313400,313400,0,2023-06-15 13:02:25.448433
MEI,10495757594,buy,9.38,8600,8600,0,2023-06-15 13:24:10.335681
MEI,12396165581,buy,9.38,104600,104600,0,2023-06-15 09:51:38.872569
MEI,45442094483,buy,9.38,9200,9200,0,2023-06-15 13:21:11.751402
MEI,87445944688,buy,9.38,249300,249300,0,2023-06-15 14:55:07.580934
MEI,11879544818,buy,9.38,217700,217700,0,2023-06-15 14:58:11.370081
MEI,93521986652,buy,9.38,94200,94200,0,2023-06-15 11:01:27.597206
MEI,65659043523,buy,9.38,6700,6700,0,2023-06-15 13:28:12.785340
MEI,83581995503,buy,9.38,215900,215900,0,2023-06-15 13:29:41.219654
MEI,52110146860,buy,9.38,109700,109700,0,2023-06-15 10:12:58.823062
MEI,60958786199,buy,9.38,9300,9300,0,2023-06-15 10:58:05.615234
MEI,38806758301,buy,9.38,5700,5700,0,2023-06-15 13:06:49.762129
MEI,20654184899,buy,9.38,9700,9700,0,2023-06-15 13:22:22.218192
MEI,79967437531,buy,9.38,6000,6000,0,2023-06-15 14:00:29.875660
MEI,14636916508,buy,9.38,112900,112900,0,2023-06-15 14:09:52.985062
MEI,93427007220,buy,9.38,5100,5100,0,2023-06-15 10:01:02.379451
MEI,98338614723,buy,9.38,5500,5500,0,2023-06-15 11:21:33.324493
MEI,91900676843,buy,9.38,90200,90200,0,2023-06-15 09:45:34.398480
MEI,13538988864,buy,9.38,5800,5800,0,2023-06-15 13:11:27.059171
MEI,66742531726,buy,9.38,152000,152000,0,2023-06-15 14:14:41.716691
MEI,38880261328,buy,9.38,5700,5700,0,2023-06-15 13:16:36.820372
MEI,82205760068,buy,9.38,9100,9100,0,2023-06-15 09:31:22.626326
MEI,79823307559,buy,9.38,1097300,1097300,0,2023-06-15 10:17:06.089097
MEI,76913221462,buy,9.38,55400,55400,0,2023-06-15 09:33:25.275633
MEI,37691840152,buy,9.38,542400,542400,0,2023-06-15 13:16:29.865456
MEI,94629777407,buy,9.38,9200,9200,0,2023-06-15 14:12:19.269590
MEI,50589335038,buy,9.38,53900,53900,0,2023-06-15 10:14:31.775306
MEI,21140594560,buy,9.38,112000,112000,0,2023-06-15 10:53:33.782433
MEI,16553474291,buy,9.38,87400,87400,0,2023-06-15 14:02:16.711484
MEI,67751256634,buy,9.38,10300,10300,0,2023-06-15 14:38:07.835130
MEI,72450088251,buy,9.38,58300,58300,0,2023-06-15 14:56:13.568108
MEI,97191298550,buy,9.38,117800,117800,0,2023-06-15 13:53:17.516309
MEI,99371322029,buy,9.38,215100,215100,0,2023-06-15 10:15:50.876300
