stock_code,user_id,direction,executed_price,executed_quantity,original_quantity,unfilled_quantity,timestamp
EREI,48968490169,buy,11.94,1134400,1134400,0,2023-06-16 10:46:12.517853
EREI,20520894304,buy,11.94,66100,66100,0,2023-06-16 11:16:34.191692
EREI,96409040401,buy,11.94,116800,116800,0,2023-06-16 09:52:29.921349
EREI,66139522164,buy,11.94,20800,20800,0,2023-06-16 11:28:57.472356
EREI,ZYF,sell,11.94,148800,148800,0,2023-06-16 10:01:05.482813
EREI,52756520801,sell,11.94,148800,148800,0,2023-06-16 11:27:46.486711
EREI,ZYF,sell,11.94,148800,148800,0,2023-06-16 13:13:34.877078
EREI,ZYF,sell,11.94,148800,148800,0,2023-06-16 14:01:51.739020
EREI,ZYF,sell,11.94,142300,142300,0,2023-06-16 09:36:58.745449
EREI,ZYF,sell,11.94,142300,142300,0,2023-06-16 10:20:34.664393
EREI,33027257078,sell,11.94,142300,142300,0,2023-06-16 10:50:21.946698
EREI,ZYF,sell,11.94,142300,142300,0,2023-06-16 14:10:22.098184
EREI,ZYF,sell,11.94,11600,11600,0,2023-06-16 10:32:51.506393
EREI,ZYF,sell,11.94,11600,11600,0,2023-06-16 10:55:09.444890
EREI,ZYF,sell,11.94,11600,11600,0,2023-06-16 13:46:40.341801
EREI,19023219592,sell,11.94,11600,11600,0,2023-06-16 14:19:32.201688
EREI,ZYF,sell,11.94,139400,139400,0,2023-06-16 10:08:58.813296
EREI,79967437531,sell,11.94,139400,139400,0,2023-06-16 10:36:46.912169
EREI,ZYF,sell,11.94,139400,139400,0,2023-06-16 13:36:42.496793
EREI,ZYF,sell,11.94,139400,139400,0,2023-06-16 13:42:05.745060
EREI,ZYF,sell,11.94,141200,141200,0,2023-06-16 11:11:42.164628
EREI,ZYF,sell,11.94,141200,141200,0,2023-06-16 11:16:19.150158
EREI,ZYF,sell,11.94,141200,141200,0,2023-06-16 11:17:55.947310
EREI,30272199360,sell,11.94,141200,141200,0,2023-06-16 14:49:11.660536
EREI,94798070807,sell,11.94,96700,96700,0,2023-06-16 09:32:44.491328
EREI,ZYF,sell,11.94,96700,96700,0,2023-06-16 10:06:14.685550
EREI,ZYF,sell,11.94,96700,96700,0,2023-06-16 11:24:49.609834
EREI,ZYF,sell,11.94,96700,96700,0,2023-06-16 14:24:51.385011
EREI,ZYF,sell,11.94,186600,186600,0,2023-06-16 09:30:44.285504
EREI,43582908576,sell,11.94,186600,186600,0,2023-06-16 09:48:18.426946
EREI,ZYF,sell,11.94,186600,186600,0,2023-06-16 11:18:13.521271
EREI,ZYF,sell,11.94,186600,186600,0,2023-06-16 14:46:53.790285
EREI,ZYF,sell,11.94,190200,190200,0,2023-06-16 09:50:45.715323
EREI,ZYF,sell,11.94,190200,190200,0,2023-06-16 11:04:33.918768
EREI,12001214030,sell,11.94,190200,190200,0,2023-06-16 13:06:13.580637
EREI,ZYF,sell,11.94,190200,190200,0,2023-06-16 13:26:40.941208
EREI,85470661053,sell,11.94,410700,410700,0,2023-06-16 09:37:17.356372
EREI,ZYF,sell,11.94,410700,410700,0,2023-06-16 11:14:58.740253
EREI,ZYF,sell,11.94,410700,410700,0,2023-06-16 11:16:54.601194
EREI,ZYF,sell,11.94,410700,410700,0,2023-06-16 11:19:29.212617
EREI,ZYF,sell,11.94,95500,95500,0,2023-06-16 09:32:13.900862
EREI,13874817099,sell,11.94,95500,95500,0,2023-06-16 10:16:18.502604
EREI,ZYF,sell,11.94,95500,95500,0,2023-06-16 14:47:59.481763
EREI,ZYF,sell,11.94,95500,95500,0,2023-06-16 14:48:30.624709
EREI,ZYF,sell,11.94,94200,94200,0,2023-06-16 11:11:52.344657
EREI,ZYF,sell,11.94,94200,94200,0,2023-06-16 11:18:12.368688
EREI,54801156240,sell,11.94,94200,94200,0,2023-06-16 13:51:05.162917
EREI,ZYF,sell,11.94,94200,94200,0,2023-06-16 13:56:37.198138
EREI,ZYF,sell,11.94,524400,524400,0,2023-06-16 09:35:56.228191
EREI,ZYF,sell,11.94,524400,524400,0,2023-06-16 09:45:55.434700
EREI,ZYF,sell,11.94,524400,524400,0,2023-06-16 11:06:45.413320
EREI,59106702382,sell,11.94,524400,524400,0,2023-06-16 14:43:54.993639
EREI,17913295683,sell,11.94,89500,89500,0,2023-06-16 10:44:52.341879
EREI,ZYF,sell,11.94,89500,89500,0,2023-06-16 13:09:19.566368
EREI,ZYF,sell,11.94,89500,89500,0,2023-06-16 14:29:49.385997
EREI,ZYF,sell,11.94,89500,89500,0,2023-06-16 14:49:12.841076
EREI,39135151259,sell,11.94,133600,133600,0,2023-06-16 09:37:40.008188
EREI,ZYF,sell,11.94,133600,133600,0,2023-06-16 10:51:16.920814
EREI,ZYF,sell,11.94,133600,133600,0,2023-06-16 14:44:53.543216
EREI,ZYF,sell,11.94,133600,133600,0,2023-06-16 14:52:03.009917
EREI,ZYF,sell,11.94,91900,91900,0,2023-06-16 10:32:55.974041
EREI,38726836338,sell,11.94,91900,91900,0,2023-06-16 13:00:09.462184
EREI,ZYF,sell,11.94,91900,91900,0,2023-06-16 14:11:51.386879
EREI,ZYF,sell,11.94,91900,91900,0,2023-06-16 14:16:29.997719
EREI,89902916020,sell,11.94,128700,128700,0,2023-06-16 09:36:00.376811
EREI,ZYF,sell,11.94,128700,128700,0,2023-06-16 09:42:32.138273
EREI,ZYF,sell,11.94,128700,128700,0,2023-06-16 10:50:16.094707
EREI,ZYF,sell,11.94,128700,128700,0,2023-06-16 14:39:19.566700
EREI,ZYF,sell,11.94,176000,176000,0,2023-06-16 09:51:51.891164
EREI,ZYF,sell,11.94,176000,176000,0,2023-06-16 10:10:42.869114
EREI,ZYF,sell,11.94,176000,176000,0,2023-06-16 10:13:49.006792
EREI,36814957805,sell,11.94,176000,176000,0,2023-06-16 10:59:20.103191
EREI,ZYF,sell,11.94,79600,79600,0,2023-06-16 10:16:18.940433
EREI,46581468099,sell,11.94,79600,79600,0,2023-06-16 10:29:27.828135
EREI,ZYF,sell,11.94,88700,88700,0,2023-06-16 10:31:10.116427
EREI,20626437040,sell,11.94,88700,88700,0,2023-06-16 10:51:18.761121
EREI,ZYF,sell,11.94,79600,79600,0,2023-06-16 10:55:49.874144
EREI,ZYF,sell,11.94,79600,79600,0,2023-06-16 13:31:32.886199
EREI,ZYF,sell,11.94,88700,88700,0,2023-06-16 13:32:18.659134
EREI,ZYF,sell,11.94,88700,88700,0,2023-06-16 13:45:41.996358
EREI,ZYF,sell,11.94,101200,101200,0,2023-06-16 10:20:49.194047
EREI,ZYF,sell,11.94,101200,101200,0,2023-06-16 11:22:16.244902
EREI,37409814719,sell,11.94,101200,101200,0,2023-06-16 13:18:48.472709
EREI,ZYF,sell,11.94,101200,101200,0,2023-06-16 14:05:54.581965
EREI,24249672888,sell,11.94,135800,135800,0,2023-06-16 09:52:33.947941
EREI,ZYF,sell,11.94,135800,135800,0,2023-06-16 09:59:27.650938
EREI,ZYF,sell,11.94,135800,135800,0,2023-06-16 13:30:56.808507
EREI,ZYF,sell,11.94,135800,135800,0,2023-06-16 14:54:12.607539
EREI,ZYF,sell,11.94,1884300,1884300,0,2023-06-16 09:37:02.830277
EREI,ZYF,sell,11.94,1884300,1884300,0,2023-06-16 10:28:36.056136
EREI,76823131827,sell,11.94,1884300,1884300,0,2023-06-16 10:42:09.391584
EREI,ZYF,sell,11.94,287700,287700,0,2023-06-16 10:46:23.996858
EREI,ZYF,sell,11.94,1884300,1884300,0,2023-06-16 13:03:48.865001
EREI,ZYF,sell,11.94,287700,287700,0,2023-06-16 14:29:15.039341
EREI,ZYF,sell,11.94,287700,287700,0,2023-06-16 14:51:09.826796
EREI,39018712365,sell,11.94,287700,287700,0,2023-06-16 14:58:51.934692
EREI,ZYF,sell,11.94,1357000,1357000,0,2023-06-16 09:51:49.898896
EREI,39258588776,sell,11.94,1357000,1357000,0,2023-06-16 13:42:55.022626
EREI,ZYF,sell,11.94,538500,1357000,818500,2023-06-16 14:34:13.444859
FSEI,34210548614,buy,10.62,13500,13500,0,2023-06-16 10:35:06.481238
FSEI,21880402448,buy,10.62,142200,142200,0,2023-06-16 14:53:39.108792
FSEI,27673056119,buy,10.62,8100,8100,0,2023-06-16 10:54:19.706016
FSEI,25237734738,buy,10.62,8000,8000,0,2023-06-16 10:00:14.636814
FSEI,29706631816,buy,10.62,12600,12600,0,2023-06-16 10:26:58.379775
FSEI,31207487730,buy,10.62,8900,8900,0,2023-06-16 10:10:26.540080
FSEI,71527145805,buy,10.62,8900,8900,0,2023-06-16 11:23:47.076685
FSEI,29883595449,buy,10.62,8600,8600,0,2023-06-16 13:51:30.578778
FSEI,72111245156,buy,10.62,14800,14800,0,2023-06-16 14:43:16.526649
FSEI,26525204622,buy,10.62,9100,9100,0,2023-06-16 13:13:26.316078
FSEI,47514256075,buy,10.62,8900,8900,0,2023-06-16 09:50:15.037334
FSEI,30166069331,buy,10.62,905500,905500,0,2023-06-16 10:52:24.617197
FSEI,80850303194,buy,10.62,9400,9400,0,2023-06-16 11:25:24.931147
FSEI,34510602886,buy,10.62,430700,430700,0,2023-06-16 13:27:24.704086
FSEI,85916747791,buy,10.62,8800,8800,0,2023-06-16 09:45:06.586823
FSEI,11580131025,buy,10.62,14300,14300,0,2023-06-16 14:12:09.457745
FSEI,67986090156,buy,10.62,8800,8800,0,2023-06-16 14:57:15.179936
FSEI,83307643692,buy,10.62,14200,14200,0,2023-06-16 10:55:03.542301
FSEI,90421992505,buy,10.62,13700,13700,0,2023-06-16 09:44:16.018545
FSEI,86413041966,buy,10.62,9700,9700,0,2023-06-16 10:34:58.271318
FSEI,13318910837,buy,10.62,13300,13300,0,2023-06-16 13:03:06.017495
FSEI,74004437101,buy,10.62,80700,80700,0,2023-06-16 09:51:55.715812
FSEI,63531760883,buy,10.62,100400,100400,0,2023-06-16 13:25:15.606856
FSEI,46121378357,buy,10.62,12500,12500,0,2023-06-16 14:57:27.182416
FSEI,12396165581,buy,10.62,8600,8600,0,2023-06-16 10:35:45.133220
FSEI,65155862727,buy,10.62,16000,16000,0,2023-06-16 13:29:19.010310
FSEI,48987976143,buy,10.62,89100,89100,0,2023-06-16 10:32:51.193862
FSEI,47081954787,buy,10.62,13200,13200,0,2023-06-16 14:44:32.644341
FSEI,18723484978,buy,10.62,10600,10600,0,2023-06-16 09:46:22.145081
FSEI,41229353014,buy,10.62,7400,7400,0,2023-06-16 10:18:14.014020
FSEI,50519660324,buy,10.62,144000,144000,0,2023-06-16 13:49:55.350715
FSEI,80625637940,buy,10.62,8600,8600,0,2023-06-16 10:39:16.208284
FSEI,71889981084,buy,10.62,9900,9900,0,2023-06-16 14:27:35.667829
FSEI,83452246393,buy,10.62,140000,140000,0,2023-06-16 14:19:35.353944
FSEI,74109258330,buy,10.62,9000,9000,0,2023-06-16 10:31:59.141514
FSEI,11333599141,buy,10.62,14000,14000,0,2023-06-16 13:12:35.360334
FSEI,99485050559,buy,10.62,1548100,1548100,0,2023-06-16 10:12:36.995989
FSEI,84994634259,buy,10.62,15300,15300,0,2023-06-16 13:14:07.587573
FSEI,16870676954,buy,10.62,8900,8900,0,2023-06-16 09:55:30.177626
FSEI,92117200453,buy,10.62,13800,13800,0,2023-06-16 10:36:21.393146
FSEI,29665345618,buy,10.62,14900,14900,0,2023-06-16 10:44:09.692582
FSEI,85925403176,buy,10.62,92400,92400,0,2023-06-16 10:57:12.028261
FSEI,31075294102,buy,10.62,8800,8800,0,2023-06-16 10:05:13.738222
FSEI,41537381112,buy,10.62,12200,12200,0,2023-06-16 11:20:52.179097
FSEI,86154983458,buy,10.62,15900,15900,0,2023-06-16 13:28:51.472697
FSEI,41916957633,buy,10.62,15300,15300,0,2023-06-16 09:42:16.272458
FSEI,97866796070,buy,10.62,8700,8700,0,2023-06-16 10:32:20.771710
FSEI,70765673697,buy,10.62,15600,15600,0,2023-06-16 13:42:13.773745
FSEI,38230792749,buy,10.62,14900,14900,0,2023-06-16 11:23:53.565731
FSEI,93427007220,buy,10.62,12500,12500,0,2023-06-16 10:59:03.661411
FSEI,24449518783,buy,10.62,13800,13800,0,2023-06-16 13:50:48.682364
FSEI,79429539759,buy,10.62,16000,16000,0,2023-06-16 10:20:39.324686
FSEI,34584060674,buy,10.62,7500,7500,0,2023-06-16 09:36:15.402704
FSEI,41464200343,buy,10.62,14400,14400,0,2023-06-16 10:33:48.971162
FSEI,18104547745,buy,10.62,106400,106400,0,2023-06-16 14:55:12.129697
FSEI,28998466699,buy,10.62,8500,8500,0,2023-06-16 13:32:34.987925
FSEI,37379346708,buy,10.62,97100,97100,0,2023-06-16 13:59:47.498116
FSEI,39386046472,buy,10.62,81900,81900,0,2023-06-16 14:56:21.932211
FSEI,14114953131,buy,10.62,9600,9600,0,2023-06-16 10:31:18.072659
FSEI,94533000623,buy,10.62,8400,8400,0,2023-06-16 13:52:04.138849
FSEI,47572997850,buy,10.62,85400,85400,0,2023-06-16 10:11:41.668050
FSEI,71924029219,buy,10.62,8400,8400,0,2023-06-16 10:58:22.077632
FSEI,48548594416,buy,10.62,135500,135500,0,2023-06-16 13:56:11.920355
FSEI,72429318063,buy,10.62,14700,14700,0,2023-06-16 09:59:57.027547
FSEI,44219729413,buy,10.62,9200,9200,0,2023-06-16 14:03:46.205198
FSEI,93554005078,buy,10.62,9400,9400,0,2023-06-16 11:22:05.496486
FSEI,36514505064,buy,10.62,9200,9200,0,2023-06-16 13:49:42.956839
FSEI,92435351068,buy,10.62,87700,87700,0,2023-06-16 14:14:32.362512
FSEI,35190802713,buy,10.62,87800,87800,0,2023-06-16 14:57:12.418734
FSEI,17991223664,buy,10.62,15100,15100,0,2023-06-16 13:07:21.639582
FSEI,75680675866,buy,10.62,8700,8700,0,2023-06-16 13:07:33.212123
FSEI,89014220700,buy,10.62,46800,46800,0,2023-06-16 09:30:23.411993
FSEI,69626925730,buy,10.62,142300,142300,0,2023-06-16 11:03:12.646001
FSEI,12643589089,buy,10.62,1474600,1474600,0,2023-06-16 11:05:36.129498
FSEI,49711693360,buy,10.62,8900,8900,0,2023-06-16 13:18:19.604486
FSEI,72679882787,buy,10.62,9500,183900,174400,2023-06-16 14:59:14.506751
FSEI,90085044756,sell,10.62,1022200,1022200,0,2023-06-16 10:40:41.323216
FSEI,94925574709,sell,10.62,1991000,1991000,0,2023-06-16 11:04:43.525149
FSEI,69249449486,sell,10.62,924400,924400,0,2023-06-16 09:46:56.158800
FSEI,65130133433,sell,10.62,44100,44100,0,2023-06-16 14:09:00.213009
FSEI,56613904209,sell,10.62,86300,86300,0,2023-06-16 10:32:17.196594
FSEI,13713918206,sell,10.62,105000,105000,0,2023-06-16 09:51:15.727024
FSEI,29976718862,sell,10.62,98000,98000,0,2023-06-16 11:09:39.078280
FSEI,55749133079,sell,10.62,1129600,1129600,0,2023-06-16 10:16:58.895485
FSEI,74502969810,sell,10.62,201300,201300,0,2023-06-16 13:12:11.952263
FSEI,83035800697,sell,10.62,4700,4700,0,2023-06-16 09:45:53.108516
FSEI,74487748078,sell,10.62,151500,151500,0,2023-06-16 13:36:03.932205
FSEI,57538878016,sell,10.62,96100,96100,0,2023-06-16 13:17:57.145711
FSEI,71742684075,sell,10.62,104800,104800,0,2023-06-16 10:21:36.104256
FSEI,41019503903,sell,10.62,98800,98800,0,2023-06-16 09:45:26.268372
FSEI,99126463101,sell,10.62,94400,94400,0,2023-06-16 13:05:32.415563
FSEI,58230710236,sell,10.62,157600,157600,0,2023-06-16 13:32:23.735710
FSEI,32613979876,sell,10.62,98200,98200,0,2023-06-16 09:47:54.609839
FSEI,37659616524,sell,10.62,98700,98700,0,2023-06-16 11:14:10.576207
FSEI,21211633581,sell,10.62,47700,47700,0,2023-06-16 14:48:00.473001
FSEI,48735383731,sell,10.62,95700,95700,0,2023-06-16 09:55:23.709516
TSEI,77268520866,buy,5.63,121900,121900,0,2023-06-16 14:34:38.802221
TSEI,63023176009,buy,5.63,120100,120100,0,2023-06-16 11:26:10.782705
TSEI,65659043523,buy,5.63,140900,140900,0,2023-06-16 10:49:51.760050
TSEI,26791249007,buy,5.63,182800,182800,0,2023-06-16 13:31:01.069482
TSEI,45696190328,buy,5.63,123000,123000,0,2023-06-16 09:36:34.528183
TSEI,28568979073,buy,5.63,128000,128000,0,2023-06-16 13:35:57.549510
TSEI,62945406989,buy,5.63,1451200,1451200,0,2023-06-16 13:43:36.667715
TSEI,57795944872,buy,5.63,125300,125300,0,2023-06-16 10:52:26.045187
TSEI,57737685178,buy,5.63,875500,875500,0,2023-06-16 13:18:14.145115
TSEI,10969908370,buy,5.63,261500,261500,0,2023-06-16 13:08:24.767481
TSEI,75651431204,buy,5.63,1877500,1877500,0,2023-06-16 10:53:26.399157
TSEI,11879544818,buy,5.63,129000,129000,0,2023-06-16 14:28:32.145116
TSEI,72803097152,buy,5.63,163700,163700,0,2023-06-16 09:45:18.069345
TSEI,71527145805,buy,5.63,130900,130900,0,2023-06-16 10:52:12.792817
TSEI,48735383731,buy,5.63,266200,266200,0,2023-06-16 13:51:10.327559
TSEI,63531760883,buy,5.63,96200,96200,0,2023-06-16 11:13:30.754703
TSEI,93521986652,buy,5.63,1273100,1273100,0,2023-06-16 13:12:56.897725
TSEI,58891600577,buy,5.63,123900,123900,0,2023-06-16 11:18:09.046032
TSEI,58186379286,buy,5.63,177100,177100,0,2023-06-16 13:19:25.095662
TSEI,35927763195,buy,5.63,1714700,1714700,0,2023-06-16 09:30:42.227411
TSEI,14114953131,buy,5.63,136800,136800,0,2023-06-16 09:47:23.396593
TSEI,12683994900,buy,5.63,190400,190400,0,2023-06-16 09:50:52.387971
TSEI,41789270261,buy,5.63,203500,203500,0,2023-06-16 10:44:22.277083
TSEI,38982671521,buy,5.63,256600,256600,0,2023-06-16 11:18:22.788342
TSEI,85521554953,buy,5.63,131200,131200,0,2023-06-16 14:03:07.430196
TSEI,89410896555,buy,5.63,125400,125400,0,2023-06-16 13:47:32.145772
TSEI,40508413150,buy,5.63,1984200,1984200,0,2023-06-16 10:29:41.186109
TSEI,31923001777,buy,5.63,180400,180400,0,2023-06-16 11:16:35.600808
TSEI,40232921379,buy,5.63,127000,127000,0,2023-06-16 10:20:44.178272
TSEI,18112277402,buy,5.63,132200,132200,0,2023-06-16 10:30:22.736647
TSEI,32033055242,buy,5.63,153600,153600,0,2023-06-16 10:53:10.673555
TSEI,13548799342,buy,5.63,1655300,1655300,0,2023-06-16 13:12:31.793388
TSEI,50584619389,sell,5.63,78200,78200,0,2023-06-16 10:57:03.049405
TSEI,71924029219,sell,5.63,81300,81300,0,2023-06-16 10:11:11.272304
TSEI,60354129011,sell,5.63,75600,75600,0,2023-06-16 13:43:40.141643
TSEI,43665216872,sell,5.63,83600,83600,0,2023-06-16 13:40:37.259926
TSEI,85916747791,sell,5.63,52600,52600,0,2023-06-16 13:54:06.372136
TSEI,16606520367,sell,5.63,100,100,0,2023-06-16 11:08:08.390486
TSEI,73545994958,sell,5.63,50900,50900,0,2023-06-16 14:12:14.910807
TSEI,21308943568,sell,5.63,83100,83100,0,2023-06-16 09:43:52.244687
TSEI,21491613921,sell,5.63,73400,73400,0,2023-06-16 11:19:02.853048
TSEI,97402751575,sell,5.63,73600,73600,0,2023-06-16 13:22:32.398079
TSEI,66574648565,sell,5.63,66500,66500,0,2023-06-16 14:22:59.848807
TSEI,56613932065,sell,5.63,73500,73500,0,2023-06-16 14:47:01.340174
TSEI,16553474291,sell,5.63,153300,153300,0,2023-06-16 09:51:21.300541
TSEI,79538760333,sell,5.63,891500,891500,0,2023-06-16 09:59:54.777717
TSEI,34210548614,sell,5.63,40400,40400,0,2023-06-16 09:35:25.852867
TSEI,41229353014,sell,5.63,71600,71600,0,2023-06-16 10:27:17.855824
TSEI,86599894184,sell,5.63,51800,51800,0,2023-06-16 13:56:06.355239
TSEI,69438445385,sell,5.63,736500,736500,0,2023-06-16 10:26:42.951713
TSEI,45559400603,sell,5.63,1686000,1686000,0,2023-06-16 10:36:04.731571
TSEI,12504396640,sell,5.63,80500,80500,0,2023-06-16 14:40:56.855564
TSEI,79233871795,sell,5.63,70300,70300,0,2023-06-16 13:56:10.208931
TSEI,84865233778,sell,5.63,65200,65200,0,2023-06-16 10:40:02.238963
TSEI,27740897070,sell,5.63,81000,81000,0,2023-06-16 10:46:30.382220
TSEI,27673056119,sell,5.63,79300,79300,0,2023-06-16 11:22:33.130904
TSEI,94533000623,sell,5.63,43100,43100,0,2023-06-16 10:36:24.737473
TSEI,10795720105,sell,5.63,54800,54800,0,2023-06-16 10:48:08.165192
TSEI,33116914878,sell,5.63,73100,73100,0,2023-06-16 11:12:48.310598
TSEI,31207487730,sell,5.63,53300,53300,0,2023-06-16 11:16:11.239061
TSEI,14261675192,sell,5.63,813900,813900,0,2023-06-16 13:59:05.822889
